title,price,rating,availability,url,description,genre,target_audience
Neither Here nor There: Travels in Europe,38.95,3,In stock,http://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,"Bill Bryson's first travel book, The Lost Continent, was unanimously acclaimed as one of the funniest books in years. In Neither Here nor There he brings his unique brand of humour to bear on Europe as he shoulders his backpack, keeps a tight hold on his wallet, and journeys from Hammerfest, the northernmost town on the continent, to Istanbul on the cusp of Asia. Fluent in, oh, at least one language, he retraces his travels as a student twenty years before.Whether braving the homicidal motorist of Paris, being robbed by gypsies in Florence, attempting not to order tripe and eyeballs in a German restaurant, window-sho",Travel,Adult
Naked,31.69,3,In stock,http://books.toscrape.com/catalogue/naked_197/index.html,"Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldview—a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, wit",Biography,Adult
Morning Star (Red Rising #3),29.4,1,In stock,http://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,"Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society's mightiest warriors, climbed the ranks, and waited patiently to unleash the revolution that will tear the hierarchy apart from within. Finally, the time has come. But devotion to honor and hunger for vengeance run deep on both sides. Darrow and his comrades-in-arms face powerful enemies without",Science Fiction,Young Adult
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock,http://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,"In a remarkable true story of faith and blessings, a mother tells of her sickly young daughter, how she survived a dangerous accident, her visit to Heaven and the inexplicable disappearance of the symptoms of her chronic disease. Annabel Beam spent most of her childhood in and out of hospitals with a rare and incurable digestive disorder that prevented her from ever living a normal, healthy life. One sunny day when she was able to go outside and play with her sisters, she fell three stories headfirst inside an old, hollowed-out tree, a fall that may well have caused death or paralysis. Implausibly, she survived without",Biography,Adult
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock,http://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,"Probationary Constable Peter Grant dreams of being a detective in London's Metropolitan Police. Too bad his superior plans to assign him to the Case Progression Unit, where the biggest threat he'll face is a paper cut. But Peter's prospects change in the aftermath of a puzzling murder, when he gains exclusive information from an eyewitness who happens to be a ghost. Peter's ability to speak with the lingering dead brings him to the attention of Detective Chief Inspector Thomas Nightingale, who investigates crimes involving magic and other manifestations of the uncanny. Now, as a wave of brutal and bizarre murders eng",Fantasy,Adult
Me Talk Pretty One Day,57.6,2,In stock,http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,"David Sedaris' move to Paris from New York inspired these hilarious pieces, including the title essay, about his attempts to learn French from a sadistic teacher who declares that ""every day spent with you is like having a caesarean section"". His family is another inspiration. You Can't Kill the Rooster is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails.",Non-Fiction,Adult
Manuscript Found in Accra,34.98,2,In stock,http://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,"The latest novel from the #1 internationally best-selling author of The Alchemist. There is nothing wrong with anxiety. Although we cannot control God's time, it is part of the human condition to want to receive the thing we are waiting for as quickly as possible. Or to drive away whatever is causing our fear.... Anxiety was born in the very same moment as mankind. And since we will never be able to master it, we will have to learn to live with it-just as we have learned to live with storms.* * *July 14, 1099. Jerusalem awaits the invasion of the crusaders who have surrounded the city's gates. There, inside the ancient c",Fiction,Adult
Lust & Wonder,11.87,2,In stock,http://books.toscrape.com/catalogue/lust-wonder_191/index.html,"In chronicling the development and demise of the different relationships he's had while living in New York, Augusten Burroughs examines what it means to be in love, what it means to be in lust, and what it means to be figuring it all out. With Augusten's unique and singular observations and his own unabashed way of detailing both the horrific and the humorous, Lust and Wonder is an intimate and honest memoir that his legions of fans have been waiting for.",Biography,Adult
Lila (Gilead #3),12.47,3,In stock,http://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,"Marilynne Robinson, one of the greatest novelists of our time, returns to the town of Gilead in an unforgettable story of a girlhood lived on the fringes of society in fear, awe, and wonder. Lila, homeless and alone after years of roaming the countryside, steps inside a small-town Iowa church—the only available shelter from the rain—and ignites a romance and a debate that will reshape her life. She becomes the wife of a minister, John Ames, and begins a new existence while trying to make sense of the days of suffering that preceded her newfound security. Neglected as a toddler, Lila was rescued by Doll, a canny young d",Fiction,Adult
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock,http://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,"The unhappy inhabitants of planet Krikkit are sick of looking at the night sky above their heads–so they plan to destroy it. The universe, that is. Now only five individuals stand between the killer robots of Krikkit and their goal of total annihilation. They are Arthur Dent, a mild-mannered space and time traveler who tries to learn how to fly by throwing himself at the ground and missing; Ford Prefect, his best friend, who decides to go insane to see if he likes it; Slartibartfast, the indomitable vice president of the Campaign for Real Time, who travels in a ship powered by irrational behavior; Zaphod Beeblebrox, t",Science Fiction,Adult
Life Without a Recipe,59.04,5,In stock,http://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,"On one side, there is Grace: prize-winning author Diana Abu-Jaber’s tough, independent sugar-fiend of a German grandmother, wielding a suitcase full of holiday cookies. On the other, Bud: a flamboyant, spice-obsessed Arab father, full of passionate argument. The two could not agree on anything: not about food, work, or especially about what Diana should do with her life. Grace warned her away from children. Bud wanted her married above all—even if he had to provide the ring. Caught between cultures and lavished with contradictory “advice” from both sides of her family, Diana spent years learning how to ignore others’",Biography,Adult
Life After Life,26.13,2,In stock,http://books.toscrape.com/catalogue/life-after-life_187/index.html,"On a cold and snowy night in 1910, Ursula Todd is born, the third child of a wealthy English banker and his wife. Sadly, she dies before she can draw her first breath. On that same cold and snowy night, Ursula Todd is born, lets out a lusty wail, and embarks upon a life that will be, to say the least, unusual. For as she grows, she also dies, repeatedly, in any number of ways. Clearly history (and Kate Atkinson) have plans for her: In Ursula rests nothing less than the fate of civilization. Wildly inventive, darkly comic, startlingly poignant — this is Kate Atkinson at her absolute best, playing with time and history.",Fiction,Adult
Letter to a Christian Nation,22.2,1,In stock,http://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,"In response to The End of Faith, Sam Harris received thousands of letters from Christians excoriating him for not believing in God. Letter to A Christian Nation is his reply. Using rational argument, Harris offers a measured refutation of the beliefs that form the core of fundamentalist Christianity. In the course of his argument, he addresses current topics ranging from intelligent design and stem-cell research to the connections between religion and violence. In Letter to a Christian Nation, Sam Harris boldly challenges the influence that faith has on public life in our nation.",Non-Fiction,Adult
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock,http://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,"For fans of Tina Fey and David Sedaris—Internet star Jenny Lawson, aka The Bloggess, makes her literary debut. Jenny Lawson realized that the most mortifying moments of our lives—the ones we’d like to pretend never happened—are in fact the ones that define us. In the #1 New York Times bestseller, Let’s Pretend This Never Happened, Lawson takes readers on a hilarious journey recalling her bizarre upbringing in rural Texas, her devastatingly awkward high school years, and her relationship with her long-suffering husband, Victor. Chapters include: “Stanley the Magical, Talking Squirrel”; “A Series of Angry Post-It Note",Biography,Adult
Legend (Legend #1),43.69,4,In stock,http://books.toscrape.com/catalogue/legend-legend-1_184/index.html,"What was once the western United States is now home to the Republic, a nation perpetually at war with its neighbors. Born into an elite family in one of the Republic's wealthiest districts, fifteen-year-old June is a prodigy being groomed for success in the Republic's highest military circles. Born into the slums, fifteen-year-old Day is the country's most wanted criminal. But his motives may not be as malicious as they seem. From very different worlds, June and Day have no reason to cross paths—until the day June's brother, Metias, is murdered and Day becomes t",Fiction,Young Adult
"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock,http://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,"Sheryl Sandberg’s Lean In is a massive cultural phenomenon and its title has become an instant catchphrase for empowering women. The book soared to the top of bestseller lists internationally, igniting global conversations about women and ambition. Sandberg packed theatres, dominated opinion pages, appeared on every major television show and on the cover of Time magazine, and sparked ferocious debate about women and leadership.Ask most women whether they have the right to equality at work and the answer will be a resounding yes, but ask the same women whether they'd feel confident asking for a raise, a promotion, or e",Non-Fiction,Adult
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock,http://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,"The birth of Jesus has been well chronicled, as have his glorious teachings, acts, and divine sacrifice after his thirtieth birthday. But no one knows about the early life of the Son of God, the missing years -- except Biff, the Messiah's best bud, who has been resurrected to tell the story in the divinely hilarious yet heartfelt work ""reminiscent of Vonnegut and Douglas Adams"" (Philadelphia Inquirer). Verily, the story Biff has to tell is a miraculous one, filled with remarkable journeys, magic, healings, kung fu, corpse reanimations, demons, and hot babes. Even the considerable wiles and devotion of the Savior's pal.",Fiction,Adult
Lady Renegades (Rebel Belle #3),53.04,5,In stock,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,"Just as Harper Price starts coming to terms with her role as David Stark’s battle-ready Paladin, protector, and girlfriend—her world goes crazy all over again. Overwhelmed by his Oracle powers, David flees Pine Grove and starts turning teenage girls into Paladins—and these young ladies seem to think that Harper is the enemy David needs protecting from. Ordinarily, Harper would be able to fight off any Paladin who comes her way, but her powers have been dwindling since David left town…which means her life is on the line yet again. New York Times bestselling author Rachel Hawkins brings the fun once again in the finale",Fantasy,Young Adult
Jurassic Park (Jurassic Park #1),44.97,1,In stock,http://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,"A billionaire has created a technique to clone dinosaurs. From the DNA that his crack team of scientists extract, he is able to grow the dinosaurs in his laboratories and lock them away on an island behind electric fences, creating a sort of theme park. He asks a group of scientists from several different fields to come and view the park, but something goes terribly wrong when a worker on the island turns traitor and shuts down the power.Cover illustration by Chip Kidd.",Science Fiction,Adult
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock,http://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,"The book you hold in your hands is the distillate of a quarter century’s teaching. It is my attempt to answer, ‘What next?’ for students who are embarking on their ‘second act.’—Julia Cameron Julia Cameron has inspired millions with her bestseller on creativity, The Artist’s Way. In It’s Never Too Late To Begin Again, she turns her eye to a segment of the population that, ironically, while they have more time to be creative, are often reluctant or intimidated by the creative process. Cameron shows readers that retirement can, in fact, be the most rich, fulfilling, and creative time of their lives.",Self-Help,Adult
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock,http://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,"Mindy Kaling has lived many lives: the obedient child of immigrant professionals, a timid chubster afraid of her own bike, a Ben Affleck–impersonating Off-Broadway performer and playwright, and, finally, a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence “Can I just say one last thing about this, and then I swear I’ll shut up about it?” Perhaps you want to know what Mindy thinks makes a great best friend (someone who will fill your prescription in the middle of the night), or what makes a great guy (one who is aware of all elderly people in any room at any time and",Biography,Adult
Into the Wild,56.7,5,In stock,http://books.toscrape.com/catalogue/into-the-wild_177/index.html,"In April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, his decomposed body was found by a party of moose hunters. How McCandless came to die is the unforgettable story of Into the Wild. Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those ma",Biography,Adult
Inferno (Robert Langdon #4),41.0,5,In stock,http://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,"In his international blockbusters The Da Vinci Code, Angels & Demons, and The Lost Symbol, Dan Brown masterfully fused history, art, codes, and symbols. In this riveting new thriller, Brown returns to his element and has crafted his highest-stakes novel to date. In the heart of Italy, Harvard professor of symbology Robert Langdon is drawn into a harrowing world centered on one of history’s most enduring and mysterious literary masterpieces . . . Dante’s Inferno. Against this backdrop, Langdon battles a chilling adversary and grapples with an ingenious riddle that pulls him into a landscape of classic art, secret passageway",Thriller,Adult
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock,http://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,"The time is 1933, the place, Berlin, when William E. Dodd becomes America’s first ambassador to Hitler’s Germany in a year that proved to be a turning point in history. A mild-mannered professor from Chicago, Dodd brings along his wife, son, and flamboyant daughter, Martha. At first Martha is entranced by the parties and pomp, and the handsome young men of the Third Reich with their infectious enthusiasm for restoring Germany to a position of world prominence. Enamored of the “New Germany,” she has one affair after another, including with the suprisingly honorable first chief of the Gestapo, Rudolf Diels. But as evid",Historical Fiction,Adult
If I Run (If I Run #1),49.97,4,In stock,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,"Casey knows the truth. But it won’t set her free. Casey Cox’s DNA is all over the crime scene. There’s no use talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The truth doesn’t matter anymore. But what is the truth? That’s the question haunting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has marked him damaged goods, but bringing Casey back can redeem him. Though the crime scene seems to tell the whole story, details of the murder aren’t adding up. Casey Cox doesn’t fit the profile of a killer.",Thriller,Adult
I've Got Your Number,19.69,1,In stock,http://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,"I’ve lost it. :( The only thing in the world I wasn’t supposed to lose. My engagement ring. It’s been in Magnus’s family for three generations. And now the very same day his parents are coming, I’ve lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !! Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her “happily ever after” begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a t",Romance,Adult
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock,http://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,"I come from a country that was created at midnight. When I almost died it was just after midday. When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education. On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in",Biography,Young Adult
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,"The instant New York Times and USA Today bestseller Hungry Girl Clean & Hungry: Healthy Recipes for Clean Eating in the Real World Complete with full-color photos of EVERY recipe, Hungry Girl Clean & Hungry combines the best of Hungry Girl with the best of clean eating. The food is still guilt-free, and the portions are still huge...but now Lisa Lillien is highlighting CLEAN ingredients and doing away with artificial and processed foods. This book gives mainstream America delicious, satisfying, and clean recipes, using healthy ingredients found in supermarkets everywhere. The best part? The recipes are so easy, anyone can make",Non-Fiction,Adult
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock,http://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,"This fascinating book tells the story of how one museum changed ideas about dinosaurs, dynasties, and even the story of life on earth. The Yale Peabody Museum of Natural History, now celebrating its 150th anniversary, has remade the way we see the world. Delving into the museum’s storied and colorful past, award-winning author Richard Conniff introduces a cast of bold explorers, roughneck bone hunters, and visionary scientists. Some became famous for wresting Brontosaurus, Triceratops, and other dinosaurs from the earth, others pioneered the introduction of science education in North America, and still others redisco",Non-Fiction,Adult
House of Leaves,54.89,1,In stock,http://books.toscrape.com/catalogue/house-of-leaves_169/index.html,"Years ago, when House of Leaves was first being passed around, it was nothing more than a badly bundled heap of paper, parts of which would occasionally surface on the Internet. No one could have anticipated the small but devoted following this terrifying story would soon command. Starting with an odd assortment of marginalized youth -- musicians, tattoo artists, programmers, strippers, environmentalists, and adrenaline junkies -- the book eventually made its way into the hands of older generations, who not only found themselves in those strangely arranged pages but also discovered a way back into the lives of their.",Fiction,Adult
Horrible Bear!,37.52,2,In stock,http://books.toscrape.com/catalogue/horrible-bear_168/index.html,"The New York Times-bestselling duo behind Wolfie the Bunny presents a hilarious new book about accidents, outbursts, manners...and the power of saying ""I'm sorry."" Bear didn't mean to break a little girl's kite, but she's upset anyway--upset enough to shout ""HORRIBLE BEAR!"" Bear is indignant. He doesn't think he's horrible! Then Bear gets a truly Horrible Bear idea. What will he do next? As Bear prepares to live up to his formerly undeserved reputation, the girl makes a mistake of her own, and realizes that maybe--just maybe--Bear isn't as horrible as she had thought.",Children,Children
Holidays on Ice,51.07,2,In stock,http://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,"A new holiday classic--six of the most profound Christmas stories by the author of the bestselling ""Naked"" and ""Barrel Fever""--is now in a paperback edition perfect for stocking stuffing.",Fiction,Adult
Heir to the Sky,44.07,4,In stock,http://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,"As heir to a kingdom of floating continents, Kali has spent her life bound by limits—by her duties as a member of the royal family, by a forced betrothal to the son of a nobleman, and by the edge of the only world she’s ever known—a small island hovering above a monster-ridden earth, long since uninhabited by humans. She is the Eternal Flame of Hope for what’s left of mankind, the wick and the wax burning in service for her people, and for their revered Phoenix, whose magic keeps them aloft. When Kali falls off the edge of her kingdom and miraculously survives, she is shocked to discover there are still humans on the",Fantasy,Young Adult
Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock,http://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,"“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss,",Children,Children
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock,http://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,"In this collection, Grayson faces some of his most difficult challenges! Not only must he take on Lex Luthor, and risks losing his position with Spyral, but Dick finds that in order to save Agent 1 he must face off with... himself! And who is the mysterious shadow leader behind Spyral, and what does he want with Dick? The super-spy finds himself in a clandestine hunt for the true identity of Agent Zero!Collecting Grayson 10-14",Fiction,Young Adult
Gratitude,26.66,5,In stock,http://books.toscrape.com/catalogue/gratitude_163/index.html,"A deeply moving testimony and celebration of how to embrace life. In January 2015, Oliver Sacks was diagnosed with a recurrence of cancer, and he shared this news in a New York Times essay that inspired readers all over the world: ""I cannot pretend I am without fear. But my predominant feeling is one of gratitude.... Above all, I have been a sentient being, a thinking animal, on this beautiful planet, and that in itself has been an enormous privilege and adventure."" Gratitude consists of four essays that originally appeared in The New York Times, accompanied by a foreword that describes the occasion of each chapter.",Biography,Adult
Gone Girl,37.6,5,In stock,http://books.toscrape.com/catalogue/gone-girl_162/index.html,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inap",Thriller,Adult
Golden (Heart of Dread #3),42.21,4,In stock,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,"The action-packed finale to the Heart of Dread series. In this epic conclusion to the trilogy, Nat and Wes go on a journey to find the Rift, save the source of magic and defeat the Drau, the pirates, and the RSA—but at a great sacrifice. Wes is dying, and as he's rotting the Drau will let the rot ""cleanse"" the source of magic, dooming Wes forever. Nat and Wes discover that the source of the magic lies in the Drakon—the key to the Blue, the protector, the soul of the world. But in order to close the Rift, a great sacrifice is needed. In the words of the sylphs, death is life, and now the worlds can be reborn again.",Fantasy,Young Adult
Girl in the Blue Coat,46.83,2,In stock,http://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,"Amsterdam, 1943. Hanneke spends her days finding and delivering sought-after black market goods to paying customers, nights hiding the true nature of her work from her concerned parents, and every waking moment mourning her boyfriend, who was killed on the Dutch front lines when the German army invaded. Her illegal work keeps her family afloat, and Hanneke also likes to think of it as a small act of rebellion against the Nazis. On a routine delivery, a client asks Hanneke for help. Expecting to hear that Mrs. Janssen wants meat or kerosene, Hanneke is shocked by the older woman’s frantic plea to find a person: a Jewis",Historical Fiction,Young Adult
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock,http://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,"A family with an ancient curse...And the girl who will change their lives forever...It's Valentines Day and you know what that means - lots of chocolates for the cutest boys at school! In this case, it's a pretty close tie between hot-headed Kyo Sohma and 'Prince Charming' Yuki Sohma. Of course the kind-hearted Tohru, guest of the Sohma family, has chocolates for everyone! But when White Day comes around, what will the Sohma family give her in return?",Fantasy,Young Adult
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock,http://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business. In bad times, the unemployment rate barrels out of control; in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas.",Non-Fiction,Adult
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock,http://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,"The #1 New York Times bestselling author of the Sea Haven novels returns to the circle of the six sisters of the heart, bound by the elements—and to one who possesses the power to inflame the most dangerous passions of all. Flame-haired Lissa Piner is a skilled glass blower whose delicate gift conceals a burning inner strength that can destroy as exquisitely as it can create. Commissioned to design chandeliers for a string of luxury hotels, her remarkable skills have taken her to Italy. But Lissa’s real mission there is a secret. For her entire life has been a lie, leading to a chance to avenge a terrible wrong.",Fiction,Adult
Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,"When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees. Now, Ana and Christian have it all—love, passion, intimacy, wealth, and a world of possibilities for their future. But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate. Ana must somehow",Romance,Adult
Fellside,38.62,1,In stock,http://books.toscrape.com/catalogue/fellside_155/index.html,The unmissable and highly anticipated new literary thriller from the author of the international phenomenon The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And one voice belongs to a little boy with a message for Jess.Will she listen?,Thriller,Adult
Extreme Prey (Lucas Davenport #26),25.4,3,In stock,http://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,"The extraordinary new Lucas Davenport thriller from #1 New York Times–bestselling author and Pulitzer Prize winner John Sandford. After the events in Gathering Prey, Lucas Davenport finds himself in a very unusual situation—no longer employed by the Minnesota BCA. His friend the governor is just cranking up a presidential campaign, though, and he invites Lucas to come along as part of his campaign staff. “Should be fun!” he says, and it kind of is—until they find they have a shadow: an armed man intent on killing the governor . . . and anyone who gets in the way.",Thriller,Adult
Eragon (The Inheritance Cycle #1),43.87,3,In stock,http://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,"One boy. One dragon. A world of adventure. When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire rul",Fantasy,Young Adult
Eclipse (Twilight #3),18.74,1,In stock,http://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,"BELLA? Edward's soft voice came from behind me. I turned to see him spring lightly up the porch steps, his hair windblown from running. He pulled me into his arms at once, just like he had in the parking lot, and kissed me again. This kiss frightened me. There was too much tension, too strong an edge to the way his lips crushed mine - like he was afraid we had only so much time left to us. --As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her lov",Fantasy,Young Adult
Dune (Dune #1),54.86,1,In stock,http://books.toscrape.com/catalogue/dune-dune-1_151/index.html,"Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source of the 'spice' melange, the most important and valuable substance in the cosmos. The story explores the complex, multi-layered interactions of politics, religion, ecology, technology, and human emotion as the forces of the empire confront each other.",Science Fiction,Adult
Dracula,52.62,3,In stock,http://books.toscrape.com/catalogue/dracula_150/index.html,"A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and 'Dracula's Guest,' the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. 'Dramatic and Film Variations' focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives.",Non-Fiction,Adult
